AT車
お壺口
お多福
お多福豆
お多福風邪
お天気
お天道様
お太鼓結び
お好み
お好み焼き
お婆さん
お嬢様
お宅
お守り
お安い
お安くない
お定まり
お宝
お客さん
お宮
お家芸
お家騒動
お寒い
お尋ね者
お山
お山の大将
お巡りさん
お帰り
お平
お平ら
お年玉
お座
お座なり
お座付き
お座敷
お引きずり
お引き摺り
お弾き
お役
お役御免
お忍び
お悔やみ
お情け
お愛想
お慰み
お成り
お手
お手々
お手の中
お手の物
お手の筋
お手もと
お手上げ
お手並み
お手付き
お手伝い
お手元
お手前
お手塩
お手手
お手柔らかに
お手洗い
お手玉
お手盛り
お手許
お払い
お払い箱
お披露目
お抱え
お拾い
お持たせ
お捻り
お握り
お摘み
お撮み
お数
お新香
お方
お日さま
お日様
お早う
お昼
お札
お株
お構い
お櫃
お次
お歯黒
お歴々
お歴歴
お母さん
お気に入り
お気に召す
お水取り
お汁
お決まり
お河童
お洒落
お流れ
お浚い
お浸し
お涙頂戴
お混じり
お湯
お湿り
お漏らし
お澄まし
お焦げ
お燗
お爨どん
お父さん
お爺さん
お玉
お玉杓子
お疲れ
お百度
お盆
お目
お目にかかる
お目にかける
お目に止まる
お目に留まる
お目もじ
お目付
お目玉
お目見え
お眼鏡
お礼
お礼参り
お祖母さん
お祖父さん
お神楽
お神酒
お祭り
お祭り騒ぎ
お福分け
お移り
お竈
お立ち台
お端折り
お笑い
お笑いぐさ
お笑い種
お節
お粗末
お納戸色
お終い
お結び
お絞り
お職
お腰
お腹
お膝下
お膝元
お膳立て
お色直し
お花畑
お花畠
お茶
お茶うけ
お茶の子
お茶請け
お荷物
お菜
お菰
お萩
お蔵
お蔵入り
お薄
お薦
お薩
お虎子
お蚕ぐるみ
お袋
お裾分け
お襁褓
お見それ
お見外れ
お見逸れ
お調子者
お負け
お負けに
お貰い
お越し
お足
お跳ね
お転婆
お辞儀
お近づき
お返し
お通し
お通夜
お連れ
お運び
お達し
お遣い物
お邪魔
お邪魔虫
お酉さま
お酌
お里
お金
お釜
お針
お釣り
お鉢
お鉢が回る
お銭
お鏡
お門違い
お開き
お陀仏
お隠れ
お零れ
お預け
お飾り
お香々
お香香
お高い
かいま見る
かい出す
かい巻き
かい掘り
かい繰る
かい込む
かえるの子は蛙
かえるの面へ水
かかり湯
かかわり合う
かがり火
かき乱す
かき出す
かき分ける
かき切る
かき口説く
かき合わせる
かき回す
かき寄せる
かき捨て
かき揚げ
かき曇る
かき氷
かき消える
かき消す
かき混ぜる
かき玉
かき立てる
かき込む
かき集める
かき餅
かき鳴らす
かぎの手
かぎ括弧
かぎ裂き
かぎ針
かぎ鼻
かけ違い
かけ違う
かけ離れる
かさ上げ
かさ高
かしわ手
かしわ餅
かじ取り
かじ棒
かすみ目
かすみ網
かすめ取る
かすり傷
かすを食う
かす毛
かす汁
かす漬け
かせ糸
かち上げ
かち上げる
かち割り
かち合う
かっこ好い
かっこ悪い
かっこ悪さ
かっ込む
かっ飛ばす
かつお節
かつ節
かてて加えて
かと言って
かなぐり捨てる
かな床
かに工船
かに玉
かね尺
かね差し
かばい立て
かばん持ち
かば焼き
かば色
かび臭い
かび臭げ
かび臭さ
かぶせ蓋
かぶら矢
かぶり物
かみ分ける
かみ切る
かみ合い
かみ合う
かみ合わせ
かみ合わせる
かみ殺す
かみ砕く
かも南蛮
かゆ腹
からくり人形
からす口
からす天狗
からす金
からたけ割り
からめ手
からめ捕る
から揚げ
かり股
かわたれ時
かんかん帽
かんじん縒り
か弱い
か弱げ
か弱さ
か細い
か細げ
か細さ
か黒い
がた減り
がた落ち
がちゃ目
がに股
がぶ吞み
がぶ呑み
がぶ飲み
がま口
がらがら蛇
がら明き
がら空き
がら紡
がりがり亡者
がり勉
がり版
きかん坊
きかん気
きし麺
きじ焼き
きず持つ身
きつね拳
きつね格子
きつね火
きつね色
きな粉
きな臭い
きな臭さ
きはだ色
きまり悪い
きまり悪がる
きまり悪げ
きまり悪さ
きめ細やか
きりきり舞い
ぎっくり腰
ぎゅう詰め
ぎょろ目
くい打ち
くくり染め
くぐもり声
くぐり戸
くぐり抜ける
くけ台
くけ縫い
くけ針
くさびを打ち込む
くさび形
くさび形文字
くし形
くし目
くじゃく石
くじ引き
くじ運
くす玉
くず入れ
くず物
くず米
くず糸
くず鉄
くそ力
くそ度胸
くだを巻く
くだんの如し
くっ付く
くつわ形
くぼ地
くま取り
くま取る
くみ上げる
くみ入れる
くみ出し
くみ出す
くみ取り
くみ取る
くみ干す
くみ置き
くみ置く
くみ込む
くも手
くも膜
くら替え
くり形
くり抜く
くり毛
くり舟
くれ打ち
くわえ込む
くわ入れ
くわ形
くノ一
ぐい飲み
ぐうの音も出ない
ぐしょ濡れ
ぐし縫い
けいず買い
けがの功名
けし人形
けし坊主
けし粒
けちん坊
けむ出し
けら首
けん玉
げじげじ眉
こうじ菌
こうもり傘
こき下ろし
こき下ろす
こき使う
こぎ手
こけら落とし
こけ清水
ここの所
こざと偏
こし入れ
こし餡
こじ開ける
こすり付ける
こそ泥
こっ酷い
こと切れる
こぬか雨
こね回す
こね返す
この上
この世
この分
この度
この方
この期
この段
この程
この節
この辺
この間
この際
この頃
こびり付く
こぼれ種
こぼれ落ちる
こぼれ話
こま回し
こま犬
こま落とし
こむら返り
こらえ性
これと言う
これを要するに
これ幸い
これ見よがし
こわ意見
こわ談判
こんにゃく問答
こん畜生
ごた交ぜ
ごた混ぜ
ごた雑ぜ
ごちゃ交ぜ
ごちゃ混ぜ
ごちゃ雑ぜ
ごった煮
ごった返す
ごて得
ごね得
ごぼう抜き
ごまを擂る
ごま塩
ごま油
ごみ取り
ごり押し
ごろ寝
ご機嫌
ご機嫌よう
ご機嫌伺い
ご機嫌取り
ご無理ごもっとも
ご覧
ご覧なさい
ご飯
さいづち頭
さお物
さお石
さお立ち
さお竹
さお頭
ささくれ立つ
ささげ物
ささめ雪
ささ濁り
ささ竹
ささ舟
ささ鳴き
さざれ石
さざ波
さし違え
さじ加減
さて置き
さで網
さばけ口
さば折り
さば読み
さば雲
さび朱
さび止め
さび色
さや堂
さや寄せ
さや当て
さよう然らば
さらけ出す
さらし木綿
さらし粉
さらし者
さらし首
さら湯
さわし柿
さん付け
さ夜
さ湯
さ迷う
さ霧
ざくろ口
ざくろ石
ざくろ鼻
ざく切り
ざら場
ざら紙
ざる耳
ざんばら髪
しおり戸
しかめっ面
しがみ付く
しぎ焼き
しけ糸
しけ込む
しこ名
しごき帯
しずり雪
したみ酒
したり顔
しち難しい
しち面倒くさい
しっぺ返し
しのだ巻き
しの原
しの竹
しの笛
しば刈り
しば垣
しば漬け
しば犬
しば笛
しびれを切らす
しま柄
しま物
しま目
しみ抜き
しめ縄
しめ飾り
しもた屋
しゃがみ込む
しゃがれ声
しゃくり上げる
しゃしゃり出る
しゃちほこ立ち
しゃっちょこ立ち
しゃぶり付く
しゃれ込む
しょい投げ
しょい込み
しょい込む
しょげ込む
しょげ返る
しょっ引く
しょぼ濡れる
しょ引く
しらを切る
しり足
しわん坊
しわ伸ばし
しわ寄せ
しわ腹
しんにゅうを掛ける
じゃじゃ馬
じり安
じり押し
じり貧
じり高
じんじん端折り
すきっ腹
すき毛
すき焼き
すき腹
すき起こす
すき身
すき返し
すき返す
すき鍋
すくい上げる
すくい投げ
すくみ上がる
すげ替え
すげ替える
すご腕
すし詰め
すすり上げる
すすり泣き
すすり泣く
すす払い
すす掃き
すずめの涙
すずめ焼き
すずめ百まで踊り忘れず
すずめ色
すずめ踊り
すずり箱
すずり蓋
すっぱ抜き
すっぱ抜く
すっぽ抜け
すっぽ抜ける
すっ裸
すっ頓狂
すっ飛ばす
すっ飛ぶ
すね当て
すね者
すみ分け
すり合わせ
すり合わせる
すり寄る
すり抜ける
すり替え
すり替える
すり替わる
すり減らす
すり減る
すり臼
すり芋
すり足
すり身
すり込む
すり鉢
すり餌
する事なす事
すれ違い
すれ違う
すんでの事
すんでの所
す文字
ずうずう弁
ずうずう辯
ずく鉄
ずば抜ける
ずぶ濡れ
ずべ公
ずり上がる
ずり落ちる
ずる賢い
ずれ込む
ずわい蟹
ずんべら坊
ずん切り
せきを切る
せき上げる
せき入る
せき払い
せき止める
せき込む
せせら笑い
せせら笑う
せせり箸
せめぎ合い
せめぎ合う
せりふ回し
せり上げ
せり上げる
せり出し
せり出す
せり持ち
そこへ持ってきて
そこへ行くと
そそけ立つ
そそり立つ
そぞろ歩き
そっくり返る
その上
その他
その伝
その儀
その内
その分
その場
その場しのぎ
その場逃れ
その場限り
その実
その後
その手
その手は桑名の焼き蛤
その方
その日暮らし
その日稼ぎ
その筋
その節
その辺
その道
その間
そば仕え
そば殻
そば湯
そぼ濡れる
そぼ降る
そま人
そま山
そま木
そよ吹く
そよ風
そら事
そら似
そら夢
そら寝
そら恐ろしい
そら恐ろしげ
そら恐ろしさ
そら泣き
そら涙
そら目
そら耳
そら覚え
そら解け
そら言
そら音
そら頼み
そり刃
そり落とす
そり跡
それ弾
それ玉
それ者
それ見たことか
そろい踏み
そろばん高い
そんじょ其処ら
ぞっき屋
ぞっき本
ぞろ目
たい焼き
たか派
たか狩り
たき口
たき火
たき物
たき落とし
たくし上げる
たくし込む
たけのこ医者
たけのこ生活
たけ狩り
たこ入道
たこ焼き
たこ足
たこ部屋
たこ配当
たすき掛け
たたき上げ
たたき上げる
たたき出す
たたき台
たたき売り
たたき売る
たたき大工
たたき直す
たたき起こす
たたき込む
たたけば埃が出る
たたみ込む
たたり目
ただし書き
ただれ目
ただ中
ただ乗り
ただ働き
ただ者
たった今
たて琴
たて穴
たで食う虫も好き好き
たとう紙
たとえ話
たどり着く
たな賃
たぬき寝入り
たまり場
たまり水
たまり醤油
たまり醬油
ため塗り
ため息
ため書き
ため筋
ため込む
たもとを分かつ
たも網
たらい回し
たらし込む
たらの芽
たる柿
たれ込み
たれ込む
たわい無い
たわや女
たわれ女
たん瘤
だいだい色
だく足
だし昆布
だし殻
だし汁
だだっ子
だだっ広い
だだっ広さ
だて巻き
だて締め
だて者
だふ屋
だぼ沙魚
だぼ鯊
だまし絵
だまし討ち
だめ出し
だめ押し
だら幹
だれ気味
ちぎり絵
ちぎれ雲
ちびっ子
ちゃぶ台
ちゃんこ鍋
ちゃんちゃら可笑しい
ちょい役
ちょこ才
ちょっと見
ちょび髭
ちょんの間
ちょん切る
ちり紙
ちり鍋
ちり塚
ちんどん屋
ついて回る
つかの間
つかまり立ち
つかみ取り
つかみ取る
つかみ合い
つかみ合う
つか頭
つき減り
つぎ口
つぎ込む
つくだ煮
つくつく法師
つくね芋
つくも髪
つつが虫
つつき回す
つづら折り
つづり合わせる
つづり方
つづれ織り
つづれ錦
つばき油
つぼ焼き
つぼ皿
つまみ出す
つまみ洗い
つまみ菜
つまみ食い
つま先
つま取る
つま弾き
つま弾く
つま高
つむぎ糸
つむじ曲がり
つむじ風
つり目
つり輪
つり革
つるし上げ
つるし上げる
つるし柿
つるっ禿げ
つるべ打ち
つるべ落とし
つる立ち
つんぼ桟敷
てこ入れ
てて無し子
てら銭
てんこ盛り
てんてこ舞い
でくの坊
でこ助
でこ坊
でっち上げ
でっち上げる
でれ助
でんぐり返し
でんぐり返す
でんぐり返り
でんぐり返る
でんでん太鼓
とかげの尻尾切り
とがめ立て
とがり声
ときわ木
とき色
とぎ汁
とくさ色
とぐろを巻く
ところてん式
とさかに来る
とじ代
とじ暦
とじ本
とじ目
とじ蓋
とじ込み
とじ込む
とじ金
とっ外れ
とどめを刺す
とば口
とびが鷹を生む
とびに油揚げをさらわれる
とびの者
とび口
とび職
とび色
とま屋
とま船
とら刈り
とろろ昆布
とろろ汁
とろろ芋
とろ火
とんとん拍子
とんび足
とんぼ返り
と胸
と見こう見
と金
どう致しまして
どか弁
どか辨
どか雪
どこの馬の骨
どこ吹く風
どさ回り
どさ廻り
どす黒い
どす黒さ
どた靴
どぶ板
どぶ漬け
どら声
どら息子
どら焼き
どら猫
どれ程
どんぐりの背競べ
どんぐり眼
どんちゃん騒ぎ
どんでん返し
どんどん焼き
どんぶり勘定
どん尻
どん底
どん詰まり
ど偉い
ど忘れ
ど根性
ど真ん中
ど突く
なおなお書き
なから半尺
ながら族
なぎ伏せる
なぎ倒す
なぎ払う
なさぬ仲
なし崩し
なすり合い
なすり合う
なす紺
なだれ込む
なで上げる
なで下ろす
なで切り
なで肩
なにわ節
なぶり殺し
なぶり殺す
なぶり物
なぶり者
なまこ形
なまこ板
なまこ餅
なまり節
なめし革
なめ味噌
なよ竹
ならず者
ならぬ堪忍するが堪忍
なり年
なり手
なり物
なれ初め
なれ初める
なれ合い
なれ合う
なんの彼の
にいにい蝉
にいにい蟬
にこ毛
にじみ出る
にじり口
にじり寄る
にせ札
にせ金
にび色
にらみ合い
にらみ合う
にらみ合わす
にらみ合わせる
にわか仕込み
にわか狂言
にわか雨
にわか雪
ぬか味噌
ぬか喜び
ぬか星
ぬか油
ぬか漬け
ぬか袋
ぬか雨
ぬき糸
ぬるま湯
ぬる湯
ぬる燗
ぬれ事
ぬれ事師
ぬれ場
ぬれ手
ぬれ縁
ぬれ羽色
ぬれ色
ぬれ髪
ねぎ坊主
ねじり鉢巻き
ねじを巻く
ねじ上げる
ねじ伏せる
ねじ切り
ねじ切る
ねじ向ける
ねじ回し
ねじ山
ねじ曲げる
ねじ込む
ねずみ取り
ねずみ算
ねずみ色
ねずみ花火
ねずみ講
ねず鳴き
ねぶり箸
のけ反る
のけ者
のし上がる
のし紙
のし袋
のし餅
のぞき眼鏡
のぞき窓
のぞき見
のぞき込む
のたれ死に
のた打ち回る
のた打つ
のっぺい汁
のの様
のべつ幕なし
のべつ幕無し
のぼせ上がる
のみの夫婦
のみの市
のみ取り
のみ取り眼
のみ行為
のめり込む
のり代
のり巻き
のり茶
のれんに腕押し
はい上がる
はい出す
はい墨
はえ縄
はけ口
はけ目
はげ上がる
はげ山
はげ茶瓶
はげ頭
はさみを入れる
はしご乗り
はしご段
はしご車
はしご酒
はした金
はじき出す
はす向かい
はせ参ずる
はせ着ける
はたき込み
はた目
はた迷惑
はだれ雪
はち切れる
はと時計
はと派
はと目
はと笛
はと羽色
はと胸
はなし家
はなだ色
はねず色
はね炭
はまり役
はま鍋
はみ出す
はみ出る
はめ込み
はめ込む
はやい事
はやい所
はやい話が
はやり気
はやり目
はらい清める
はらわたが煮えくり返る
はり医
はり間
ばか丁寧
ばか値
ばか力
ばか当たり
ばか正直
ばか笑い
ばか話
ばか野郎
ばか面
ばか騒ぎ
ばか高い
ばくち打ち
ばた屋
ばた足
ばった屋
ばつ一
ばら売り
ばら弾
ばら炭
ばら肉
ばら色
ばら銭
ひいき目
ひい孫
ひが事
ひが目
ひき割り
ひき殺す
ひき肉
ひき臼
ひき茶
ひき逃げ
ひげ根
ひげ面
ひさしを貸して母屋を取られる
ひざ小僧
ひざ掛け
ひし形
ひし餅
ひじ掛け
ひそみに倣う
ひた押し
ひた走り
ひた隠し
ひっかき回す
ひっくり返し
ひっくり返す
ひっくり返る
ひっ担ぐ
ひとっ飛び
ひとり歩き
ひと仕事
ひと休み
ひと働き
ひと味
ひと回り
ひと塩
ひと夜
ひと安心
ひと寝入り
ひと工夫
ひと幕
ひと役
ひと思いに
ひと息
ひと手
ひと打ち
ひと握り
ひと昔
ひと汗
ひと泡
ひと眠り
ひと稼ぎ
ひと筆
ひと肌
ひと色
ひと花
ひと苦労
ひと荒れ
ひと走り
ひと足
ひと足違い
ひと通り
ひと雨
ひな人形
ひな壇
ひな形
ひな歌
ひな祭り
ひな遊び
ひな鳥
ひねくり回す
ひねり出す
ひねり回す
ひのき舞台
ひび割れ
ひび割れる
ひま人
ひも付き
ひょうたんから駒が出る
ひょろ長い
ひり出す
ひれ伏す
ひれ酒
ひわ色
ひん曲がる
ひん曲げる
ひ孫
ひ弱
ひ弱い
ひ弱げ
ひ弱さ
びしょ濡れ
びた一文
びた銭
ぴか一
ぴり辛
ふき掃除
ふき替え
ふき替える
ふさぎ込む
ふち瀬
ふて寝
ふんぞり返る
ふんどし担ぎ
ふ入り
ぶち上げる
ぶち壊し
ぶち壊す
ぶち抜く
ぶち明ける
ぶち殺す
ぶち込む
ぶち開ける
ぶっきら棒
ぶった切る
ぶっ放す
ぶっ続け
ぶっ続ける
ぶっ通し
ぶっ通す
ぶっ違い
ぶっ飛ばす
ぶつ切り
ぶどう糖
ぶどう色
ぶどう酒
ぶら下がり
ぶら下がる
ぶら下げる
ぶり返す
ぶん回し
ぶん投げる
ぶん殴る
へこ帯
へし合い
へし合う
へし折る
へそで茶を沸かす
へその緒
へそを曲げる
へそ曲がり
へたり込む
へちまの皮
へっぴり腰
べた一面
べた惚れ
べた焼き
べた褒め
べた記事
べた遅れ
べらんめえ口調
ぺんぺん草
ほうき星
ほうじ茶
ほうほうの体
ほえ面
ほおずき提灯
ほき出す
ほくそ笑む
ほぞの緒
ほぞ落ち
ほっぽり出す
ほどき物
ほの字
ほの暗い
ほの暗さ
ほら吹き
ほれ込む
ほろほろ鳥
ほろ苦い
ほろ苦さ
ほろ蚊帳
ほろ酔い
ほろ馬車
ぼた山
ぼた餅
ぼろ儲け
ぽい捨て
ぽち袋
ぽっと出
ぽん引き
まかり出る
まかり越す
まかり通る
まかり間違う
まがい物
まが玉
まき割り
まき散らす
まき直し
まき餌
まくし上げる
まくし立てる
まくり上げる
まぐれ当たり
まげ物
ませ垣
またの名
またの日
また下
まとい付く
まな娘
まな板
まま子
まま母
まま父
まま粉
まま親
まる出し
まる取り
まる投げ
まる損
まる裸
まる見え
まる飲み
まん丸
まん丸い
みこし振り
みず垣
みず枝
みず穂
みそっ歯
みち満ちる
みどりの日
みの判
みの紙
みる茶
みんみん蝉
みんみん蟬
み台所
むき出し
むき出す
むき身
むく毛
むく犬
むしゃぶり付く
むしろ旗
むず痒い
むせび泣き
むせび泣く
むせ返る
むだ口
むだ花
むだ話
むだ足
むだ遣い
むだ食い
むだ飯
むだ骨
むち打ち症
むち打つ
むつみ合う
むら気
むら消え
むら雲
めおと茶碗
めかし込む
めがね橋
めくら判
めくら滅法
めっきが剝がれる
めっきが剥がれる
めった打ち
めり込む
もえ出る
もがり笛
もぎ取る
もしもの事
もたれ合い
もたれ合う
もち米
もち網
もち肌
もって瞑すべし
もつれ込む
もぬけの殻
ものの哀れ
ものの数
ものは言いよう
ものは試し
ものを言う
ものを言わせる
もの堅い
もの堅げ
もの堅さ
もの寂しい
もの寂しげ
もの寂しさ
もの恐ろしい
もの恐ろしげ
もの恐ろしさ
もの悲しい
もの悲しげ
もの悲しさ
もの柔らか
もの狂おしい
もの狂おしげ
もの狂おしさ
もみ合い
もみ合う
もみ手
もみ殻
もみ消し
もみ消す
もみ療治
もみ皮
もみ米
もみ裏
もめ事
もも立ち
もやい船
もらい下げ
もらい下げる
もらい乳
もらい受ける
もらい子
もらい手
もらい水
もらい泣き
もらい湯
もらい火
もらい物
もり立て
もり立てる
もろ人
もろ刃
もろ声
もろ差し
もろ手
もろ白
もろ肌
もんじゃ焼き
も少し
やかまし屋
やきもち焼き
やぐら太鼓
やけっ腹
やけ酒
やけ飲み
やし油
やじ馬
やすり紙
やっこ豆腐
やっちゃ場
やっつけ仕事
やに下がる
やの字結び
やぶから棒
やぶの中
やぶ入り
やぶ医者
やぶ蛇
やぶ陰
やぼ用
やむを得ず
やむを得ない
やらずの雨
やりっ放し
やり切れない
やり切れなさ
やり口
やり合う
やり場
やり戸
やり手
やり投げ
やり損ない
やり損なう
やり方
やり水
やり玉
やり直し
やり直す
やり込める
やり返す
やり遂げる
やり過ぎ
やり過ぎる
やり過ごす
やる方ない
やる方なげ
やる方なさ
やわ肌
や声
ゆき丈
ゆで卵
ゆめ更
よし戸
よじ登る
よそ事
よそ目
よそ者
よそ行き
よそ見
よりを戻す
より分ける
より取り
より取り見取り
より好み
より所
より抜き
より抜く
より糸
よろい戸
よろい板
よろず屋
らくだ色
らっぱ管
らっぱ飲み
らんちき騒ぎ
ら抜き言葉
れ足す言葉
ろくろっ首
ろくろ首
ろは台
わきの下
わき出る
わき差し
わき毛
わき水
わき腹
わき見
わくら葉
わさび漬け
わしっ鼻
わし鼻
わた持ち
わに口
わに足
わび住まい
わび入る
わび寝
わび状
わび言
わらじ掛け
わら半紙
わら布団
わら灰
わら筆
わら紙
われ鍋
われ鐘
をこと点
ん坊
アキレス腱
アクセス権
アクリル樹脂
アクリル繊維
アパレル産業
アミノ酸
アメリカ白火取
アメリカ白灯蛾
アラビア数字
アルコール中毒
アルファ星
アルファ波
アルファ線
アル中
アーク灯
アーク燈
アート紙
イスラム教
イタイイタイ病
イノシン酸
インディカ米
イージス艦
イ調
イ音便
ウエルター級
ウーロン茶
ウ音便
エコー検査
エデンの園
エボラ出血熱
エンゲル係数
オクタン価
オゾン層
オプション取引
オリゴ糖
オリーブ油
オリーブ色
オート三輪
オープン価格
オープン戦
カイゼル髭
カタン糸
カップ麺
カツ丼
カノン砲
カルメ焼き
カレー粉
カンフル注射
カーキ色
カービン銃
カーボン紙
カ行変格活用
ガイガー計数管
ガス抜き
ガス欠
ガス灯
ガス燈
ガス糸
ガソリン機関
ガラス張り
ガラス繊維
ガンマ線
ガーター編み
キチン質
キリスト教
キロ数
キロ程
キロ米
ギリシア文字
クエン酸
クラフト紙
クレー射撃
クロイツフェルトヤコブ病
ク活用
ク語法
グラニュー糖
グリーン車
グルタミン酸
グレシャムの法則
ケント紙
ゲリラ豪雨
ココ椰子
コペルニクス的転回
コロンブスの卵
コール天
ゴブラン織
ゴムの木
ゴム印
ゴム引き
ゴム段
ゴム毬
ゴム消し
ゴム糊
ゴム編み
ゴム跳び
ゴム輪
ゴム長
ゴム飛び
サラセン文化
サラダ菜
サルファ剤
サルモネラ菌
サービス業
サービス残業
サ変
シク活用
シックハウス症候群
シャボン玉
シャム双生児
シャム猫
ショック療法
シリンダー錠
シングル幅
シングル盤
シールド工法
ジェット気流
ジェネリック医薬品
ジャガ芋
ジャン荘
ステアリン酸
スト破り
スパルタ教育
スモン病
ズボン下
セメスター制
セーム革
セーラー服
セ氏
ゼロ敗
ソップ型
ソーダ水
ソーダ灰
ゾロアスター教
タウン誌
タバコ銭
タブロイド判
タロ芋
タングステン鋼
ダブル幅
チンク油
ツェツェ蠅
ツーバイフォー工法
テレビン油
テレピン油
デオキシリボ核酸
デジタル放送
デパ地下
デリンジャー現象
デング熱
データ通信
トップ屋
トルコ石
トルコ風呂
トロ箱
トンネル会社
ト書き
ト調
ドミノ倒し
ドミノ現象
ドラム缶
ドラム罐
ドル箱
ドンキホーテ型
ドーナツ現象
ドーナツ盤
ナパーム弾
ニッパ椰子
ニ調
ネフローゼ症候群
ノアの方舟
ノルディック種目
ノンレム睡眠
ノーベル賞
ハトロン紙
ハムレット型
ハレー彗星
ハンセン病
ハンマー投げ
ハ調
バク転
バスに乗り遅れる
バス停
バズーカ砲
バセドウ病
バセドー病
バタ臭い
バタ臭さ
バック転
バベルの塔
バルサミコ酢
バンタム級
パリティー計算
パリ祭
パンの木
パン種
パン粉
パーキンソン病
ヒマラヤ杉
ヒューム管
ヒンズー教
ビザンチン式
ビフィズス菌
ビヤ樽
ビル風
ビー玉
ピストン輸送
ピロリ菌
ピン撥ね
ピン留め
フェザー級
フライス盤
フライ級
ブラウン管
ブラウン運動
ブロック経済
ブローニー判
ブンゼン灯
ブンゼン燈
プリン体
プロ野球
ヘビー級
ヘボン式
ヘ調
ペン先
ペン字
ペン画
ペン軸
ホルモン焼き
ホ調
ボギー車
ボール盤
ボール紙
ポン柑
ポン酢
マホメット教
マルクス主義
マルチ商法
マント狒々
マント狒狒
マーボー豆腐
ミドル級
ムール貝
メタボリック症候群
メリケン粉
メートルを上げる
メートル制
メートル法
モヒカン刈り
モンタージュ写真
モールス符号
ヤードポンド法
ライト級
ライ麦
ラシャ紙
ラジオ体操
ラッセル車
ラテン民族
ラテン語
ラテン音楽
ラマ教
リアス式海岸
リトマス試験紙
リボ払い
リンパ液
リンパ管
リンパ節
リンパ節腫
リンパ腺
リーグ戦
リード線
ルゴール液
ループ線
レコード破り
レスキュー隊
レトルト食品
レム睡眠
レモン水
レンズ豆
レ点
ロイド眼鏡
ロマンス語
ロマン主義
ローカル放送
ローマカトリック教
ローマン的
ローマ字
ローマ教皇
ローマ数字
ロ調
ワイル病
ワッセルマン反応
㒵
㸅
䗳
䘣
一
一々
一々〇番
一々九番
一か八か
一こま
一ころ
一っ飛び
一つ
一つ一つ
一つ事
一つ家
一つ書き
一つ穴
一つ覚え
一つ話
一つ身
